Time,url
2012-03-06 22:06:07+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/06/white-light/2012_03_06__22_06_07_165__SOHO_LASCO_C3_white-light.jp2
2012-03-06 22:18:06+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/06/white-light/2012_03_06__22_18_05_756__SOHO_LASCO_C3_white-light.jp2
2012-03-06 22:30:05+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/06/white-light/2012_03_06__22_30_05_448__SOHO_LASCO_C3_white-light.jp2
2012-03-06 23:06:13+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/06/white-light/2012_03_06__23_06_13_123__SOHO_LASCO_C3_white-light.jp2
2012-03-06 23:18:05+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/06/white-light/2012_03_06__23_18_05_415__SOHO_LASCO_C3_white-light.jp2
2012-03-06 23:30:06+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/06/white-light/2012_03_06__23_30_05_907__SOHO_LASCO_C3_white-light.jp2
2012-03-06 23:42:06+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/06/white-light/2012_03_06__23_42_06_298__SOHO_LASCO_C3_white-light.jp2
2012-03-06 23:54:06+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/06/white-light/2012_03_06__23_54_05_791__SOHO_LASCO_C3_white-light.jp2
2012-03-07 00:06:06+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__00_06_05_682__SOHO_LASCO_C3_white-light.jp2
2012-03-07 00:18:06+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__00_18_05_774__SOHO_LASCO_C3_white-light.jp2
2012-03-07 00:30:07+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__00_30_06_766__SOHO_LASCO_C3_white-light.jp2
2012-03-07 00:42:05+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__00_42_05_457__SOHO_LASCO_C3_white-light.jp2
2012-03-07 00:54:05+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__00_54_05_449__SOHO_LASCO_C3_white-light.jp2
2012-03-07 01:30:25+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__01_30_24_824__SOHO_LASCO_C3_white-light.jp2
2012-03-07 01:42:06+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__01_42_06_416__SOHO_LASCO_C3_white-light.jp2
2012-03-07 01:54:06+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__01_54_05_508__SOHO_LASCO_C3_white-light.jp2
2012-03-07 02:06:05+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__02_06_05_399__SOHO_LASCO_C3_white-light.jp2
2012-03-07 02:18:05+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__02_18_05_391__SOHO_LASCO_C3_white-light.jp2
2012-03-07 02:30:07+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__02_30_07_183__SOHO_LASCO_C3_white-light.jp2
2012-03-07 02:42:05+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__02_42_05_475__SOHO_LASCO_C3_white-light.jp2
2012-03-07 03:06:06+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__03_06_06_259__SOHO_LASCO_C3_white-light.jp2
2012-03-07 03:18:05+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__03_18_05_450__SOHO_LASCO_C3_white-light.jp2
2012-03-07 03:30:05+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__03_30_05_442__SOHO_LASCO_C3_white-light.jp2
2012-03-07 03:42:05+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__03_42_05_434__SOHO_LASCO_C3_white-light.jp2
2012-03-07 03:54:06+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__03_54_05_526__SOHO_LASCO_C3_white-light.jp2
2012-03-07 04:06:06+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__04_06_05_518__SOHO_LASCO_C3_white-light.jp2
2012-03-07 04:18:06+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__04_18_06_109__SOHO_LASCO_C3_white-light.jp2
2012-03-07 04:30:05+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__04_30_05_401__SOHO_LASCO_C3_white-light.jp2
2012-03-07 04:42:06+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__04_42_05_592__SOHO_LASCO_C3_white-light.jp2
2012-03-07 04:54:05+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__04_54_05_384__SOHO_LASCO_C3_white-light.jp2
2012-03-07 05:06:05+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__05_06_05_375__SOHO_LASCO_C3_white-light.jp2
2012-03-07 05:18:05+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__05_18_05_468__SOHO_LASCO_C3_white-light.jp2
2012-03-07 05:30:06+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__05_30_05_660__SOHO_LASCO_C3_white-light.jp2
2012-03-07 05:42:06+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__05_42_05_851__SOHO_LASCO_C3_white-light.jp2
2012-03-07 05:54:06+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__05_54_05_743__SOHO_LASCO_C3_white-light.jp2
2012-03-07 06:06:05+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__06_06_05_435__SOHO_LASCO_C3_white-light.jp2
2012-03-07 06:18:06+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__06_18_05_526__SOHO_LASCO_C3_white-light.jp2
2012-03-07 06:30:07+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__06_30_06_618__SOHO_LASCO_C3_white-light.jp2
2012-03-07 06:42:05+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__06_42_05_410__SOHO_LASCO_C3_white-light.jp2
2012-03-07 07:06:07+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__07_06_07_193__SOHO_LASCO_C3_white-light.jp2
2012-03-07 07:18:05+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__07_18_05_485__SOHO_LASCO_C3_white-light.jp2
2012-03-07 07:30:05+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__07_30_05_377__SOHO_LASCO_C3_white-light.jp2
2012-03-07 07:42:06+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__07_42_05_668__SOHO_LASCO_C3_white-light.jp2
2012-03-07 07:54:05+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__07_54_05_460__SOHO_LASCO_C3_white-light.jp2
2012-03-07 08:06:07+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__08_06_07_251__SOHO_LASCO_C3_white-light.jp2
2012-03-07 08:18:05+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__08_18_05_444__SOHO_LASCO_C3_white-light.jp2
2012-03-07 08:30:06+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__08_30_05_735__SOHO_LASCO_C3_white-light.jp2
2012-03-07 08:42:05+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__08_42_05_427__SOHO_LASCO_C3_white-light.jp2
2012-03-07 09:06:05+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__09_06_05_411__SOHO_LASCO_C3_white-light.jp2
2012-03-07 09:18:05+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__09_18_05_402__SOHO_LASCO_C3_white-light.jp2
2012-03-07 09:30:06+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__09_30_06_494__SOHO_LASCO_C3_white-light.jp2
2012-03-07 09:42:06+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__09_42_06_186__SOHO_LASCO_C3_white-light.jp2
2012-03-07 09:54:06+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__09_54_06_277__SOHO_LASCO_C3_white-light.jp2
2012-03-07 10:06:06+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__10_06_05_770__SOHO_LASCO_C3_white-light.jp2
2012-03-07 10:18:07+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__10_18_06_961__SOHO_LASCO_C3_white-light.jp2
2012-03-07 10:30:06+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__10_30_05_552__SOHO_LASCO_C3_white-light.jp2
2012-03-07 10:42:06+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__10_42_05_944__SOHO_LASCO_C3_white-light.jp2
2012-03-07 10:54:05+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__10_54_05_436__SOHO_LASCO_C3_white-light.jp2
2012-03-07 11:06:08+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__11_06_07_628__SOHO_LASCO_C3_white-light.jp2
2012-03-07 11:18:06+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__11_18_05_719__SOHO_LASCO_C3_white-light.jp2
2012-03-07 11:30:06+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__11_30_05_711__SOHO_LASCO_C3_white-light.jp2
2012-03-07 11:42:13+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__11_42_12_603__SOHO_LASCO_C3_white-light.jp2
2012-03-07 11:54:57+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__11_54_56_895__SOHO_LASCO_C3_white-light.jp2
2012-03-07 12:07:13+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__12_07_13_286__SOHO_LASCO_C3_white-light.jp2
2012-03-07 12:19:32+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__12_19_31_777__SOHO_LASCO_C3_white-light.jp2
2012-03-07 12:31:56+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__12_31_55_869__SOHO_LASCO_C3_white-light.jp2
2012-03-07 12:46:01+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__12_46_00_759__SOHO_LASCO_C3_white-light.jp2
2012-03-07 13:01:19+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__13_01_19_448__SOHO_LASCO_C3_white-light.jp2
2012-03-07 13:53:51+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__13_53_51_112__SOHO_LASCO_C3_white-light.jp2
2012-03-07 14:09:16+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__14_09_15_602__SOHO_LASCO_C3_white-light.jp2
2012-03-07 14:24:44+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__14_24_44_098__SOHO_LASCO_C3_white-light.jp2
2012-03-07 14:40:31+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__14_40_30_580__SOHO_LASCO_C3_white-light.jp2
2012-03-07 14:56:38+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__14_56_38_469__SOHO_LASCO_C3_white-light.jp2
2012-03-07 15:13:14+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__15_13_13_558__SOHO_LASCO_C3_white-light.jp2
2012-03-07 15:29:40+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__15_29_39_846__SOHO_LASCO_C3_white-light.jp2
2012-03-07 15:57:46+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__15_57_46_426__SOHO_LASCO_C3_white-light.jp2
2012-03-07 16:14:00+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__16_13_59_815__SOHO_LASCO_C3_white-light.jp2
2012-03-07 16:30:13+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__16_30_13_104__SOHO_LASCO_C3_white-light.jp2
2012-03-07 16:46:29+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__16_46_29_293__SOHO_LASCO_C3_white-light.jp2
2012-03-07 17:02:47+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__17_02_46_782__SOHO_LASCO_C3_white-light.jp2
2012-03-07 17:18:54+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__17_18_54_371__SOHO_LASCO_C3_white-light.jp2
2012-03-07 17:34:57+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__17_34_57_160__SOHO_LASCO_C3_white-light.jp2
2012-03-07 17:50:47+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__17_50_47_148__SOHO_LASCO_C3_white-light.jp2
2012-03-07 18:06:41+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__18_06_40_837__SOHO_LASCO_C3_white-light.jp2
2012-03-07 18:22:29+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__18_22_28_626__SOHO_LASCO_C3_white-light.jp2
2012-03-07 18:38:15+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__18_38_15_016__SOHO_LASCO_C3_white-light.jp2
2012-03-07 18:54:03+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__18_54_02_605__SOHO_LASCO_C3_white-light.jp2
2012-03-07 19:09:50+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__19_09_49_894__SOHO_LASCO_C3_white-light.jp2
2012-03-07 19:25:34+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__19_25_33_783__SOHO_LASCO_C3_white-light.jp2
2012-03-07 19:41:17+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__19_41_16_572__SOHO_LASCO_C3_white-light.jp2
2012-03-07 19:56:56+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__19_56_56_261__SOHO_LASCO_C3_white-light.jp2
2012-03-07 20:12:32+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__20_12_32_051__SOHO_LASCO_C3_white-light.jp2
2012-03-07 20:27:51+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__20_27_50_640__SOHO_LASCO_C3_white-light.jp2
2012-03-07 20:43:16+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__20_43_15_629__SOHO_LASCO_C3_white-light.jp2
2012-03-07 20:58:45+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__20_58_45_418__SOHO_LASCO_C3_white-light.jp2
2012-03-07 21:14:04+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__21_14_04_108__SOHO_LASCO_C3_white-light.jp2
2012-03-07 21:29:28+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__21_29_28_197__SOHO_LASCO_C3_white-light.jp2
2012-03-07 21:44:43+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__21_44_42_587__SOHO_LASCO_C3_white-light.jp2
2012-03-07 22:00:01+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__22_00_01_176__SOHO_LASCO_C3_white-light.jp2
2012-03-07 22:15:15+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__22_15_14_766__SOHO_LASCO_C3_white-light.jp2
2012-03-07 22:30:26+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__22_30_25_655__SOHO_LASCO_C3_white-light.jp2
2012-03-07 22:45:34+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__22_45_33_944__SOHO_LASCO_C3_white-light.jp2
2012-03-07 23:00:33+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__23_00_33_134__SOHO_LASCO_C3_white-light.jp2
2012-03-07 23:15:34+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__23_15_34_424__SOHO_LASCO_C3_white-light.jp2
2012-03-07 23:56:39+00:00,https://helioviewer.org/jp2/LASCO-C2/2012/03/07/white-light/2012_03_07__23_56_38_795__SOHO_LASCO_C3_white-light.jp2
